,station_id,Relative_Impact,LAT,LNG,rides,Primary,Secondary,Minor,All_Road_Length,COMMERCIAL,INDUSTRIAL,INSTITUTIONAL,OPENSPACE,OTHERS,RESIDENTIAL,LUM,ZIP_CODE,Cumu_Cases,Pct.Male,Pct.Age_0_24,Pct.Age_25_40,Pct.Age_40_65,Pct.White,Pct.Black,Pct.Indian,Pct.Asian,Pct.Unemploy,Total_Population,GEOID,Income,Employed,College,Pct.Car,Pct.Transit,Pct.WorkHome,AREA,Pct.WJob_1250,Pct.WJob_1250_3333,Pct.WJob_3333,Pct.WJob_29,Pct.WJob_30_54,Pct.WJob_55,Pct.WJob_Goods_Product,Pct.WJob_Utilities,Pct.WJob_OtherServices,WTotal_Job_Density,PopDensity,EmployDensity,Num_trips,Freq
0,40010,-0.6000185944805136,41.870851,-87.77681199999999,1.489131506849315,7.133913651828227,17.880348780444237,14.938880782624063,41.75639579108688,0.033976974569479144,0.03088363976730425,0.03620976278210399,0.17516799961808815,0.314704580736439,0.4090570425265856,0.7685786303605603,60304,0.0,0.4675925925925926,0.3,0.29444444444444445,0.28796296296296303,0.37777777777777777,0.27685185185185185,0.030555555555555555,0.04814814814814815,0.0933977455716586,1080.0,170318131001,58.75,563.0,0.6587301587301587,0.7194899817850637,0.2185792349726776,0.01821493624772313,0.06399817881427412,0.12778623004660822,0.2217754594411843,0.6504383105122075,0.23406747325460645,0.5669902678161751,0.1989422589292183,0.02197589895916346,0.11702769929242435,0.8609964017484122,9.585689437303788,16.87548020911991,8.797125331235655,0.806,3.557213930348259
1,40020,-0.5554415521567112,41.886848,-87.80317600000001,3.0268109589041097,4.4653554175619306,20.16081230242421,17.303471536887006,45.16717491730401,0.10736376678454963,0.008932981205306981,0.06083028485939186,0.018304249096781147,0.3109481564163935,0.4936205616375768,0.6903730190235653,60302,0.0,0.4500998003992016,0.2135728542914172,0.22405189620758484,0.3413173652694611,0.5214570858283433,0.23602794411177644,0.0,0.09730538922155688,0.023181454836131096,2004.0,170318123012,84.265,1222.0,0.7131979695431472,0.7510373443983402,0.17676348547717846,0.03153526970954357,0.1005691503626338,0.375,0.3625,0.2625,0.2375,0.4375,0.325,0.0125,0.05,0.9375,0.7954725650115841,19.926587753540183,12.150843430551946,0.64,4.470219435736677
2,40030,-0.3904971636315546,41.885412,-87.725404,1.2510931506849314,2.2649107025720325,18.0845743953244,15.209633299444597,40.828650539519025,0.04446471489276591,0.08589718683639393,0.043575053808814615,0.15448510545926422,0.4752587297915952,0.19631920921116586,0.8078516941514466,60624,0.507,0.4185441941074524,0.34142114384748695,0.1464471403812825,0.35528596187175043,0.12218370883882147,0.8639514731369151,0.0,0.0,0.17558886509635974,1154.0,170312601001,14.302999999999999,385.0,0.06842105263157895,0.4883116883116883,0.4831168831168831,0.0,0.12556821712009927,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.007963798666055389,9.190223660627918,3.0660624864313246,0.64,4.467084639498433
3,40040,-0.7246246876661344,41.878723,-87.63374,5.9954904109589044,11.841311633459055,21.565684235406213,13.962267258736725,69.39109360229644,0.2883762105870536,0.004910522723439509,0.08076401545073036,0.037154012426500536,0.5194760243302255,0.06931921448205043,0.6895422097608086,60604,0.011000000000000001,0.5444967496077113,0.35418067697825606,0.4649181797803183,0.1649854292759471,0.6294552790854069,0.0988567585743107,0.0,0.22259583053127105,0.07106598984771574,4461.0,170318391001,93.625,3111.0,0.8712252690038181,0.1449694631951141,0.22468659594985532,0.10061073609771776,0.3246130810261915,0.11074086415639232,0.20681994890592026,0.6824391869376875,0.24247473064534045,0.5683661001888259,0.1891591691658336,0.01466177940686438,0.031767188714872815,0.9535710318782628,27.73455700410788,13.742514583508305,9.583717298653742,1.14,2.6940714462503093
4,40050,-0.5498836200224644,42.047709999999995,-87.683543,3.0129808219178082,5.316445818578452,18.609116750957018,13.323648503627346,42.46145977246135,0.0772509168536814,0.008605801540459137,0.1662791224803302,0.03430140996226745,0.3474548874486509,0.3661078617146106,0.7746126023866545,60201,0.0,0.46309963099631,0.24538745387453875,0.32287822878228783,0.24354243542435425,0.7503075030750308,0.04612546125461255,0.0,0.15990159901599016,0.025157232704402517,1626.0,170318094003,83.074,775.0,0.8027709861450693,0.4301833568406206,0.17066290550070526,0.13399153737658676,0.09730771823823332,0.4257425742574257,0.2326732673267327,0.3415841584158416,0.3910891089108911,0.4207920792079208,0.18811881188118806,0.034653465346534656,0.07920792079207921,0.8861386138613861,2.0758887748806742,16.709876970079087,7.964424755111498,0.581,4.92229447559957
5,40060,-0.6129138087191361,41.938132,-87.71235899999999,4.02115890410959,7.265153801991629,21.58106058301226,20.907955841447773,47.9121695603373,0.11951654725074765,0.06984626540877542,0.02196592881286914,0.004703196517750287,0.3781436859994772,0.4058243760103802,0.7158241133555875,60618,0.649,0.4692982456140351,0.31140350877192985,0.18859649122807015,0.3771929824561404,0.8135964912280702,0.03508771929824561,0.0,0.0,0.050473186119873815,456.0,170312106011,61.136,301.0,0.3598726114649681,0.38870431893687707,0.584717607973422,0.026578073089701,0.030554457927711456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.032728448410568815,14.924172475219386,9.851262971581217,1.08,2.660482374768089
6,40070,-0.6777640350583305,41.878183,-87.629296,5.56528493150685,10.927008403175382,20.24243497957548,12.557960549379885,66.37080963641232,0.27323334532299504,0.0007843494040306332,0.06595738994164246,0.17275943938933222,0.4247238498369922,0.06254162610500721,0.7700977347405972,60604,0.011000000000000001,0.5444967496077113,0.35418067697825606,0.4649181797803183,0.1649854292759471,0.6294552790854069,0.0988567585743107,0.0,0.22259583053127105,0.07106598984771574,4461.0,170318391001,93.625,3111.0,0.8712252690038181,0.1449694631951141,0.22468659594985532,0.10061073609771776,0.3246130810261915,0.11074086415639232,0.20681994890592026,0.6824391869376875,0.24247473064534045,0.5683661001888259,0.1891591691658336,0.01466177940686438,0.031767188714872815,0.9535710318782628,27.73455700410788,13.742514583508305,9.583717298653742,1.08,2.662801484230056
7,40080,-0.5523838738676566,41.953775,-87.65492900000001,4.1253534246575345,4.719120001990544,16.832807963894833,19.1828407655147,42.21091231256396,0.08982377477145775,0.002967643963776244,0.21673292370638705,0.040002705509283934,0.2867149641555927,0.3637579878935024,0.7924854209570112,60613,0.287,0.5636540330417882,0.2643343051506317,0.5986394557823129,0.1107871720116618,0.9591836734693876,0.0,0.007774538386783284,0.011661807580174929,0.04103671706263499,1029.0,170318321002,123.75,888.0,0.8256274768824307,0.37343927355278095,0.5380249716231555,0.04994324631101021,0.027872743505142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07175468750074697,36.91778671913431,31.85908125033165,1.08,2.660018552875696
8,40090,-0.6902250107295181,41.966286,-87.678639,2.2966383561643835,3.2025205875509,20.4848168974332,18.22538352197344,44.17433525599999,0.08341303838415579,0.02356762629533147,0.0508679580797384,0.047625423561728684,0.36627572403391373,0.4282502296451318,0.7384231592215783,60640,0.5579999999999999,0.6177957532861477,0.1577350859453994,0.6592517694641051,0.13144590495449948,0.962588473205258,0.03741152679474216,0.0,0.0,0.03066666666666666,989.0,170318308001,86.964,727.0,0.7647058823529411,0.3068340306834031,0.5871687587168759,0.027894002789400282,0.0651021949736951,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,1.0,0.09216279116893572,15.191500077679574,11.167058196636047,0.852,3.3635294117647057
9,40100,-0.4741534408026032,42.008362,-87.665909,3.8203232876712327,4.5632011714913165,15.353739454284868,14.763503388501437,35.41639963783225,0.06250075585508952,0.010863145281291788,0.04991074706646032,0.06351750118306214,0.341945868733918,0.4712619818801781,0.7080184833378296,60626,0.622,0.5427098674521355,0.14285714285714285,0.4749631811487482,0.2952871870397644,0.7083946980854198,0.09941089837997054,0.0,0.03829160530191458,0.0,1358.0,170310106004,37.105,956.0,0.4948453608247423,0.2972689075630252,0.5189075630252101,0.11239495798319328,0.0437171351757316,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.0,0.5,0.5,0.27449191150708063,31.06333465221796,21.86785561673075,1.08,2.6604823747680895
